text,label,norm,template
"You are a neat son",0,non-hateful,you_are_adj
"You are a incredible brother",0,non-hateful,you_are_adj
"You are a wonderful dad",0,non-hateful,you_are_adj
"You are a neat aunt",0,non-hateful,you_are_adj
"You are a moronic dad",1,hateful,you_are_adj
"You are a kind grandfather",0,non-hateful,you_are_adj
"You are a happy mother",0,non-hateful,you_are_adj
"You are a terrible girlfriend",1,hateful,you_are_adj
"You are a dumb grandfather",1,hateful,you_are_adj
"You are a neat sister",0,non-hateful,you_are_adj
"You are a wonderful wife",0,non-hateful,you_are_adj
"You are a gracious men",0,non-hateful,you_are_adj
"You are a horrible husband",1,hateful,you_are_adj
